,track_id,track_name,first_artist,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,uri,duration_ms,time_signature,mood
0,7tqhbajSfrz2F7E1Z75ASX,Ain't No Mountain High Enough,Marvin Gaye,0.663,0.6,7,-10.87,1,0.032,0.43,0.0,0.184,0.8,129.991,spotify:track:7tqhbajSfrz2F7E1Z75ASX,151667,4,happy
1,1k1Bqnv2R0uJXQN4u6LKYt,Ain't No Sunshine,Bill Withers,0.527,0.415,4,-11.451,0,0.122,0.457,1.72e-05,0.117,0.515,78.169,spotify:track:1k1Bqnv2R0uJXQN4u6LKYt,125093,4,happy
2,745H5CctFr12Mo7cqa1BMH,My Girl,The Temptations,0.572,0.418,0,-10.738,1,0.0349,0.635,0.0,0.0961,0.694,104.566,spotify:track:745H5CctFr12Mo7cqa1BMH,165000,4,happy
3,3zBhihYUHBmGd2bcQIobrF,(Sittin' On) the Dock of the Bay,Otis Redding,0.769,0.367,2,-11.226,1,0.0312,0.684,1.62e-05,0.081,0.535,103.621,spotify:track:3zBhihYUHBmGd2bcQIobrF,163756,4,happy
4,3SdTKo2uVsxFblQjpScoHy,Stand by Me,Ben E. King,0.65,0.306,9,-9.443,1,0.0393,0.57,7.07e-06,0.0707,0.605,118.068,spotify:track:3SdTKo2uVsxFblQjpScoHy,180056,4,happy
5,1JQ6Xm1JrvHfvAqhl5pwaA,Easy,Commodores,0.589,0.384,10,-15.075,0,0.0332,0.112,2.8e-05,0.0596,0.354,132.909,spotify:track:1JQ6Xm1JrvHfvAqhl5pwaA,256427,4,happy
6,2eF8pWbiivYsYRpbntYsnc,"Signed, Sealed, Delivered (I'm Yours)",Stevie Wonder,0.675,0.597,5,-11.329,1,0.0337,0.0534,0.0,0.0986,0.828,108.875,spotify:track:2eF8pWbiivYsYRpbntYsnc,161160,4,happy
7,0bRXwKfigvpKZUurwqAlEh,Lovely Day,Bill Withers,0.692,0.651,9,-8.267,1,0.0324,0.292,0.00241,0.105,0.706,97.923,spotify:track:0bRXwKfigvpKZUurwqAlEh,254560,4,happy
8,63xdwScd1Ai1GigAwQxE8y,Let's Stay Together,Al Green,0.756,0.401,7,-10.702,0,0.0526,0.582,0.011,0.0541,0.514,101.954,spotify:track:63xdwScd1Ai1GigAwQxE8y,199396,4,happy
9,3NfxSdJnVdon1axzloJgba,I Say a Little Prayer,Aretha Franklin,0.592,0.355,9,-14.051,1,0.0352,0.478,0.0,0.0585,0.499,133.032,spotify:track:3NfxSdJnVdon1axzloJgba,216773,4,happy
10,1tfZtA15BfJHQTUy3dqTKC,Build Me Up Buttercup (Mono),The Foundations,0.64,0.664,0,-4.73,1,0.0289,0.196,0.0,0.31,0.879,134.002,spotify:track:1tfZtA15BfJHQTUy3dqTKC,180133,4,happy
11,6b6IMqP565TbtFFZg9iFf3,"I Can't Help Myself (Sugar Pie, Honey Bunch)",Four Tops,0.667,0.599,0,-8.894,1,0.0291,0.245,0.0,0.107,0.971,127.935,spotify:track:6b6IMqP565TbtFFZg9iFf3,160280,4,happy
12,6Rqn2GFlmvmV4w9Ala0I1e,Feeling Good,Nina Simone,0.399,0.326,7,-9.239,0,0.0386,0.864,0.0,0.191,0.546,79.206,spotify:track:6Rqn2GFlmvmV4w9Ala0I1e,174000,4,happy
13,1tqT6DhmsrtQgyCKUwotiw,I Heard It Through The Grapevine,Marvin Gaye,0.711,0.362,3,-10.851,0,0.0381,0.272,0.0,0.127,0.616,117.287,spotify:track:1tqT6DhmsrtQgyCKUwotiw,194293,4,happy
14,1OppEieGNdItZbE14gLBEv,You Can't Hurry Love,The Supremes,0.63,0.711,10,-9.34,1,0.0472,0.299,0.0,0.0813,0.659,96.912,spotify:track:1OppEieGNdItZbE14gLBEv,167933,4,happy
15,6PgVDY8GTkxF3GmhVGPzoB,"Hold On, I'm Comin'",Sam & Dave,0.803,0.338,6,-14.029,1,0.0349,0.196,0.038,0.097,0.912,106.841,spotify:track:6PgVDY8GTkxF3GmhVGPzoB,155707,4,happy
16,4kP69y3GKHi9tXckfgp4bK,For Once In My Life,Stevie Wonder,0.524,0.519,6,-11.903,1,0.043,0.195,0.0,0.523,0.847,110.121,spotify:track:4kP69y3GKHi9tXckfgp4bK,169800,4,happy
17,65GbQI9VDTs7vo6MJL2iJA,Coming Home,Leon Bridges,0.424,0.465,6,-6.595,1,0.0297,0.461,5.52e-05,0.154,0.462,112.418,spotify:track:65GbQI9VDTs7vo6MJL2iJA,206387,3,happy
18,10vkYRKw6Jjr7try1ir50G,Tired of Being Alone,Al Green,0.772,0.397,7,-8.585,1,0.0391,0.339,0.00541,0.0753,0.617,97.964,spotify:track:10vkYRKw6Jjr7try1ir50G,172320,4,happy
19,5haXbSJqjjM0TCJ5XkfEaC,I Got You (I Feel Good),James Brown & The Famous Flames,0.613,0.487,7,-8.781,1,0.0935,0.412,1.02e-05,0.286,0.699,143.332,spotify:track:5haXbSJqjjM0TCJ5XkfEaC,165800,4,happy
20,5K09WxKdlkroDyEVyOSySy,(You Make Me Feel Like) A Natural Woman,Aretha Franklin,0.603,0.271,5,-10.083,1,0.0284,0.679,0.0,0.141,0.405,110.89,spotify:track:5K09WxKdlkroDyEVyOSySy,165333,3,happy
21,4pNiE4LCVV74vfIBaUHm1b,Sir Duke,Stevie Wonder,0.588,0.568,6,-9.766,1,0.0672,0.16,0.0,0.0792,0.952,106.938,spotify:track:4pNiE4LCVV74vfIBaUHm1b,232760,4,happy
22,7MF7QAodbGzNYav5ZfIhAY,Midnight Train to Georgia,Gladys Knight & The Pips,0.595,0.379,10,-12.058,0,0.0454,0.271,2.81e-05,0.1,0.448,92.006,spotify:track:7MF7QAodbGzNYav5ZfIhAY,279333,4,happy
23,5uES1C2NgkdrNHiCwf9jRr,Baby Love,The Supremes,0.595,0.643,5,-9.275,1,0.0365,0.76,0.0,0.538,0.73,135.633,spotify:track:5uES1C2NgkdrNHiCwf9jRr,158040,4,happy
24,2xar08Fq5xra2KKZs5Bw9j,I've Got a Woman,Ray Charles,0.556,0.61,9,-4.729,1,0.213,0.833,2.22e-06,0.258,0.665,199.373,spotify:track:2xar08Fq5xra2KKZs5Bw9j,171467,4,happy
25,0DcrhZ12WcCqruCs8ibXSf,I Can See Clearly Now - Edit,Johnny Nash,0.681,0.373,2,-13.2,1,0.0568,0.633,0.00113,0.0751,0.623,123.423,spotify:track:0DcrhZ12WcCqruCs8ibXSf,164733,4,happy
26,51FpzuGkRYXFgsE2zXt9av,When a Man Loves a Woman,Percy Sledge,0.516,0.15,1,-20.41,1,0.0272,0.13,0.0755,0.122,0.205,97.398,spotify:track:51FpzuGkRYXFgsE2zXt9av,173867,3,happy
27,28285KFbyCq8sJofn58qlD,Love Train,The O'Jays,0.743,0.572,0,-9.627,1,0.0493,0.186,1.44e-05,0.163,0.675,122.658,spotify:track:28285KFbyCq8sJofn58qlD,178400,4,happy
28,1l1YTy9nJ0trwhsCGcimly,It's A Shame,The Spinners,0.372,0.642,11,-11.955,1,0.0594,0.0947,0.0,0.117,0.705,198.731,spotify:track:1l1YTy9nJ0trwhsCGcimly,190058,4,happy
29,2G2YzndIA6jeWFPBXhUjh5,Be My Baby,The Ronettes,0.511,0.769,4,-7.032,1,0.042,0.181,0.0,0.0921,0.818,129.657,spotify:track:2G2YzndIA6jeWFPBXhUjh5,160907,4,happy
30,4NRQwaks9r58tTDvr4iEyv,In the Midnight Hour,Wilson Pickett,0.75,0.444,4,-8.63,1,0.0403,0.12,3.69e-06,0.118,0.849,111.919,spotify:track:4NRQwaks9r58tTDvr4iEyv,157160,4,happy
31,65jrjEhWfAvysKfnojk1i0,Under the Boardwalk,The Drifters,0.747,0.226,7,-13.635,1,0.0414,0.908,0.000168,0.107,0.778,123.792,spotify:track:65jrjEhWfAvysKfnojk1i0,161960,4,happy
32,6EAlFsajDK1PVgfhdJbS5Y,Something's Got A Hold On Me,Etta James,0.471,0.585,1,-6.105,1,0.0822,0.786,0.0,0.811,0.655,150.719,spotify:track:6EAlFsajDK1PVgfhdJbS5Y,169747,4,happy
33,7odHgoLFi3GQ90E9PeraI3,Son of a Preacher Man,Dusty Springfield,0.401,0.498,4,-10.682,1,0.0757,0.394,0.0,0.13,0.816,181.701,spotify:track:7odHgoLFi3GQ90E9PeraI3,149160,4,happy
34,7ohR0qPH6f2Vuj2pUNanJG,Got To Give It Up - Pt. 1,Marvin Gaye,0.855,0.847,2,-9.019,1,0.042,0.234,0.00062,0.345,0.89,122.644,spotify:track:7ohR0qPH6f2Vuj2pUNanJG,255133,4,happy
35,2BydLQAh7CUIFvSEqAMc4x,If You Want Me to Stay,Sly & The Family Stone,0.843,0.48,11,-11.574,0,0.0492,0.28,0.000782,0.108,0.762,101.993,spotify:track:2BydLQAh7CUIFvSEqAMc4x,180493,4,happy
36,5c33j1xFVOL4G24zxYhssB,This Old Heart Of Mine (Is Weak For You),The Isley Brothers,0.632,0.59,5,-10.206,1,0.0305,0.346,0.0,0.24,0.953,130.287,spotify:track:5c33j1xFVOL4G24zxYhssB,172733,4,happy
37,2vLaES21zwbX1Rnmj56Bbb,I'll Be Around,The Spinners,0.593,0.791,8,-8.698,0,0.068,0.175,0.0,0.0976,0.63,112.295,spotify:track:2vLaES21zwbX1Rnmj56Bbb,188800,4,happy
38,76ICmoJ4PcoMWoooaTxnQs,Land of 1000 Dances,Wilson Pickett,0.618,0.588,2,-11.624,1,0.0735,0.0128,0.0266,0.351,0.768,86.903,spotify:track:76ICmoJ4PcoMWoooaTxnQs,146973,4,happy
39,5P11rW6aJErF37MTfRZS31,"Hallelujah, I Love Her So",Ray Charles,0.696,0.547,5,-5.954,0,0.169,0.792,0.0,0.155,0.623,73.203,spotify:track:5P11rW6aJErF37MTfRZS31,155507,4,happy
40,6G7MHIvSDR3ehXPkuDFAlM,California Dreamin',Bobby Womack,0.47,0.385,6,-13.159,0,0.0296,0.767,0.0653,0.179,0.694,112.377,spotify:track:6G7MHIvSDR3ehXPkuDFAlM,200973,4,happy
41,0dMd4rilfd6gPbXaLpNYhu,Higher Ground,Stevie Wonder,0.716,0.85,8,-9.949,1,0.0426,0.0631,0.00133,0.189,0.821,125.474,spotify:track:0dMd4rilfd6gPbXaLpNYhu,222600,4,happy
42,5YLnfy7R2kueN0BRPkjiEG,I'll Take You There,The Staple Singers,0.846,0.595,0,-8.372,1,0.0439,0.0904,1.96e-06,0.063,0.78,101.632,spotify:track:5YLnfy7R2kueN0BRPkjiEG,196827,4,happy
43,2NVpYQqdraEcQwqT7GhUkh,Ain't Nobody,Chaka Khan,0.8,0.878,1,-7.109,1,0.0434,0.189,0.000104,0.14,0.816,104.282,spotify:track:2NVpYQqdraEcQwqT7GhUkh,280853,4,happy
44,1GY8zOFi8rC39xXnD0tKO8,Rescue Me,Fontella Bass,0.678,0.544,4,-9.468,0,0.0326,0.668,9.62e-06,0.103,0.963,122.735,spotify:track:1GY8zOFi8rC39xXnD0tKO8,171027,4,happy
45,2g2GkH3vZHk4lWzBjgQ6nY,(What A) Wonderful World,Sam Cooke,0.691,0.507,11,-10.23,1,0.0343,0.627,0.0,0.457,0.885,128.518,spotify:track:2g2GkH3vZHk4lWzBjgQ6nY,125440,4,happy
46,0OwvrdjaJOypNsNQHyBWE5,California Soul,Marlena Shaw,0.513,0.826,8,-8.407,0,0.0574,0.555,3.48e-05,0.366,0.539,94.582,spotify:track:0OwvrdjaJOypNsNQHyBWE5,177227,4,happy
47,0Omt3rVppHIlYFXNL1VWgL,Do You Love Me - Mono Single,The Contours,0.596,0.793,5,-6.611,1,0.0421,0.586,1.86e-06,0.108,0.8,150.256,spotify:track:0Omt3rVppHIlYFXNL1VWgL,172947,4,happy
48,36AlMHDBFwSsD3FQOy1R81,Try a Little Tenderness,Otis Redding,0.587,0.133,9,-15.151,0,0.0565,0.186,2.26e-05,0.258,0.068,102.938,spotify:track:36AlMHDBFwSsD3FQOy1R81,201733,4,happy
49,4ZVZBc5xvMyV3WzWktn8i7,Everyday People,Sly & The Family Stone,0.807,0.497,7,-10.656,1,0.0297,0.307,0.0327,0.043,0.765,114.524,spotify:track:4ZVZBc5xvMyV3WzWktn8i7,141507,4,happy
50,7MiLmLbwNoyf47xQ4TCVYp,Papa Was A Rollin' Stone - Single Version,The Temptations,0.817,0.405,10,-13.513,0,0.0811,0.451,0.0507,0.0468,0.898,121.467,spotify:track:7MiLmLbwNoyf47xQ4TCVYp,419640,4,happy
51,2ffGZTdlRN0lNxA4LOYyTs,How Long Do I Have to Wait for You?,Sharon Jones & The Dap-Kings,0.673,0.909,10,-3.369,0,0.0464,0.471,0.013,0.105,0.969,103.941,spotify:track:2ffGZTdlRN0lNxA4LOYyTs,243760,4,happy
52,5Ra3wJLBQKxJiYEpWe3Pjf,911,Teddy Swims,0.848,0.591,11,-5.075,1,0.112,0.0801,0.0,0.144,0.522,98.934,spotify:track:5Ra3wJLBQKxJiYEpWe3Pjf,166891,4,happy
53,2Bls0igCm79XQQ95IoUbhq,Mr. Big Stuff,Jean Knight,0.886,0.491,8,-12.589,1,0.171,0.29,2.46e-06,0.229,0.971,93.236,spotify:track:2Bls0igCm79XQQ95IoUbhq,164560,4,happy
54,2iXcvnD3d1gfLBum0cE5Eg,Tutti Frutti,Little Richard,0.555,0.658,5,-3.866,1,0.0541,0.793,0.0,0.118,0.937,184.835,spotify:track:2iXcvnD3d1gfLBum0cE5Eg,144227,4,happy
55,0lEWIegMNMQ7W1ooB1zWT2,Sure Don't Miss You,The Dip,0.667,0.586,4,-7.985,0,0.0283,0.334,2.96e-06,0.16,0.727,102.988,spotify:track:0lEWIegMNMQ7W1ooB1zWT2,174520,4,happy
56,0WVTQp3SOCuMr08jh1jweV,Bring It On Home to Me,Sam Cooke,0.523,0.402,0,-8.233,1,0.0305,0.778,0.0,0.432,0.675,70.863,spotify:track:0WVTQp3SOCuMr08jh1jweV,162533,4,happy
57,3QnHWkNMY2mpy494Bis0ly,I Just Want To Make Love To You - Single Version,Etta James,0.642,0.523,3,-8.579,1,0.11,0.772,3.26e-06,0.527,0.654,101.635,spotify:track:3QnHWkNMY2mpy494Bis0ly,185627,4,happy
58,74JdR9aXE6I74oS1BVRsvb,O-o-h Child,The Five Stairsteps,0.488,0.754,5,-7.95,0,0.0381,0.00154,2.42e-05,0.678,0.664,88.368,spotify:track:74JdR9aXE6I74oS1BVRsvb,197160,4,happy
59,2DccHqTquzubziHAPZRdct,B-Side,Khruangbin,0.732,0.734,7,-10.574,1,0.0541,0.0777,0.172,0.327,0.687,104.764,spotify:track:2DccHqTquzubziHAPZRdct,274391,4,happy
60,6hJhVBOnkchxBsDHbLOBJP,Drift Away - Single Version,Dobie Gray,0.521,0.443,11,-8.188,1,0.0395,0.308,0.0,0.475,0.596,76.228,spotify:track:6hJhVBOnkchxBsDHbLOBJP,237467,4,happy
61,0DGTcMqvVR7fmBXgiG6jz4,Just A Cloud Away,Pharrell Williams,0.89,0.46,2,-8.155,1,0.0359,0.432,0.0,0.11,0.677,112.555,spotify:track:0DGTcMqvVR7fmBXgiG6jz4,176078,3,happy
62,3qt3ybU6MScMxMKL2TYBvt,No Particular Place To Go,Chuck Berry,0.596,0.791,7,-8.88,1,0.0446,0.425,0.000295,0.0886,0.98,129.237,spotify:track:3qt3ybU6MScMxMKL2TYBvt,163000,4,happy
63,6LzjgzpVl0hB3YrBU1b8Z1,The Boss,James Brown,0.736,0.354,1,-14.709,1,0.0475,0.579,0.0103,0.0757,0.62,97.924,spotify:track:6LzjgzpVl0hB3YrBU1b8Z1,194867,4,happy
64,0CcL4kSHKIEwF3IW0BGgb6,I Can't Stand the Rain,Ann Peebles,0.727,0.387,1,-12.333,1,0.0412,0.248,0.0102,0.0625,0.966,160.395,spotify:track:0CcL4kSHKIEwF3IW0BGgb6,150400,4,happy
65,2oZmMp5M6L0Rh7G84Um2tF,Chain of Fools,Aretha Franklin,0.721,0.567,10,-9.516,1,0.0389,0.221,0.0,0.465,0.914,116.643,spotify:track:2oZmMp5M6L0Rh7G84Um2tF,167067,4,happy
66,5Z0MrFDEIDB075We9w9276,Call Me,St. Paul & The Broken Bones,0.573,0.786,7,-4.354,1,0.0352,0.0634,0.212,0.117,0.612,110.289,spotify:track:5Z0MrFDEIDB075We9w9276,171267,4,happy
67,3VgrSJEKBRT3xmwzpaxxEF,(Love Is Like A) Heat Wave,Martha Reeves & The Vandellas,0.514,0.624,0,-9.287,0,0.0842,0.513,0.00517,0.307,0.755,166.726,spotify:track:3VgrSJEKBRT3xmwzpaxxEF,163053,4,happy
68,62r1CS9zL1FL5Ilb7hLX7n,Take Me to the River,Al Green,0.786,0.418,9,-11.115,1,0.0432,0.218,0.000158,0.134,0.94,119.101,spotify:track:62r1CS9zL1FL5Ilb7hLX7n,225373,4,happy
69,4XsH9zBWPOCdXoH9ZDdS8r,Superfly,Curtis Mayfield,0.784,0.708,2,-9.141,1,0.11,0.457,7.5e-05,0.0913,0.748,120.11,spotify:track:4XsH9zBWPOCdXoH9ZDdS8r,233600,4,happy
70,5XeSAezNDk9tuw3viiCbZ3,Get Up Offa That Thing,James Brown,0.864,0.813,2,-6.909,1,0.361,0.217,0.0,0.874,0.72,118.006,spotify:track:5XeSAezNDk9tuw3viiCbZ3,239733,4,happy
71,7FS541dJh3iQAEXEZoDhE6,Twistin' the Night Away,Sam Cooke,0.458,0.801,9,-7.83,1,0.0565,0.691,0.0,0.328,0.93,160.547,spotify:track:7FS541dJh3iQAEXEZoDhE6,159853,4,happy
72,5lc9L9FeLBwlJPgEbq9uEw,Can You Get To That,Funkadelic,0.681,0.897,8,-5.44,1,0.0874,0.672,0.0,0.1,0.852,140.803,spotify:track:5lc9L9FeLBwlJPgEbq9uEw,169856,4,happy
73,3sTc75CCyIw4FPs6cXkOe7,Save Room,John Legend,0.69,0.572,7,-6.131,1,0.0264,0.0451,0.0,0.0969,0.375,111.92,spotify:track:3sTc75CCyIw4FPs6cXkOe7,235667,4,happy
74,6MQlNH8e6jG0LZg2mocK1R,The World (Is Going Up in Flames),Charles Bradley,0.715,0.6,5,-7.728,0,0.0264,0.0714,0.00165,0.0876,0.77,86.998,spotify:track:6MQlNH8e6jG0LZg2mocK1R,202492,4,happy
75,00kvKlIvfzQLSi6T2zwXuS,Strawberry Letter 23,The Brothers Johnson,0.73,0.622,7,-11.7,0,0.0532,0.269,0.00874,0.111,0.752,90.973,spotify:track:00kvKlIvfzQLSi6T2zwXuS,299067,4,happy
76,5yQ9iMZXGcr5rlO4hoLsP4,"What'd I Say, Pt. 1 & 2",Ray Charles,0.54,0.681,4,-5.44,1,0.0508,0.808,0.0,0.162,0.794,88.385,spotify:track:5yQ9iMZXGcr5rlO4hoLsP4,307053,4,happy
77,676Rf0qIOh2gKNEl9TnCOx,Get Ready,The Temptations,0.59,0.737,7,-5.867,1,0.0384,0.404,0.0,0.108,0.877,132.966,spotify:track:676Rf0qIOh2gKNEl9TnCOx,164160,4,happy
78,5AoTuHE5P5bvC7BBppYnja,Respect - 2003 Remaster,Aretha Franklin,0.744,0.611,0,-6.386,1,0.0333,0.0723,0.000532,0.0692,0.961,114.991,spotify:track:5AoTuHE5P5bvC7BBppYnja,142187,4,happy
79,3zYQ1KXzqBWRsxIqdVMoYF,Need Your Love,Curtis Harding,0.713,0.8,7,-5.938,0,0.0349,0.0491,7.96e-05,0.0921,0.814,139.942,spotify:track:3zYQ1KXzqBWRsxIqdVMoYF,177200,4,happy
80,2YuIyYri67bgUXKQW5V9XW,Sweet Soul Music,Arthur Conley,0.59,0.659,5,-9.669,1,0.0697,0.104,6.56e-06,0.356,0.965,80.201,spotify:track:2YuIyYri67bgUXKQW5V9XW,141067,4,happy
81,7zrPswSV1yxrill5OyCuaU,Pusherman,Curtis Mayfield,0.851,0.669,10,-9.562,1,0.0379,0.239,0.0852,0.108,0.911,126.624,spotify:track:7zrPswSV1yxrill5OyCuaU,300693,4,happy
82,241RmK77gecJ1y7jOoQ5lu,This Will Be (An Everlasting Love) - 2003 Remaster,Natalie Cole,0.682,0.605,8,-10.771,1,0.0403,0.185,0.00326,0.0469,0.914,125.96,spotify:track:241RmK77gecJ1y7jOoQ5lu,171360,4,happy
83,2gliw3L0oa4w8LqaHploje,Cruisin',Smokey Robinson,0.498,0.63,6,-5.808,0,0.0276,0.416,0.0,0.238,0.822,169.115,spotify:track:2gliw3L0oa4w8LqaHploje,352920,4,happy
84,6Hd8mrDwBQ8rLo70FwFG5C,I Second That Emotion,Smokey Robinson & The Miracles,0.711,0.663,2,-9.262,1,0.0308,0.26,1.23e-06,0.0291,0.896,96.812,spotify:track:6Hd8mrDwBQ8rLo70FwFG5C,161227,4,happy
85,3YJx77Xx8JSwEoxqrkQO5c,Knock on Wood,Eddie Floyd,0.864,0.346,4,-12.918,1,0.0365,0.277,0.00521,0.0514,0.964,105.164,spotify:track:3YJx77Xx8JSwEoxqrkQO5c,189840,4,happy
86,2zyTP97uGsIc1C4KNNEkyn,Across 110th Street,Bobby Womack,0.476,0.585,11,-14.211,0,0.0478,0.107,1.43e-05,0.149,0.523,110.275,spotify:track:2zyTP97uGsIc1C4KNNEkyn,230507,4,happy
87,307kcWJQNMdiYYKj1LgClU,Come See About Me,The Supremes,0.732,0.506,7,-11.735,1,0.0462,0.688,1.04e-06,0.146,0.867,126.325,spotify:track:307kcWJQNMdiYYKj1LgClU,163093,4,happy
88,4TBBPZks71c60whhq0PgdP,(Your Love Keeps Lifting Me) Higher & Higher,Jackie Wilson,0.631,0.69,2,-6.676,1,0.0531,0.176,0.0,0.121,0.938,94.574,spotify:track:4TBBPZks71c60whhq0PgdP,181067,4,happy
89,4uCbetXW9LStYPUjCpBVp9,Son of a Preacher Man,Aretha Franklin,0.474,0.473,2,-11.454,1,0.0601,0.545,1.25e-06,0.0356,0.561,77.583,spotify:track:4uCbetXW9LStYPUjCpBVp9,199267,4,happy
90,6vcG9EgeqJUSmmF65lxUm6,One Fine Day,The Chiffons,0.251,0.868,1,-2.685,1,0.128,0.488,7.34e-06,0.814,0.599,177.13,spotify:track:6vcG9EgeqJUSmmF65lxUm6,128200,4,happy
91,3jpeI1goQHPIwwCMxrLrwx,Smooth Sailin',Leon Bridges,0.641,0.721,11,-6.788,0,0.0451,0.413,7.15e-06,0.246,0.753,67.055,spotify:track:3jpeI1goQHPIwwCMxrLrwx,183333,4,happy
92,1MQWtVcs0PKsY4PA6ZvLiy,Dance to the Music,Sly & The Family Stone,0.703,0.529,7,-11.112,1,0.1,0.0168,0.00057,0.911,0.772,128.059,spotify:track:1MQWtVcs0PKsY4PA6ZvLiy,179427,4,happy
93,7wLRmjiDYI6flIVzboUqSV,You've Really Got A Hold On Me,The Miracles,0.68,0.448,0,-8.398,1,0.0302,0.698,0.0,0.227,0.567,118.461,spotify:track:7wLRmjiDYI6flIVzboUqSV,177707,3,happy
94,2OyaNAq8BcGstyzueloqpE,Too Late To Turn Back Now,Cornelius Brothers & Sister Rose,0.516,0.73,7,-7.136,1,0.0494,0.344,0.0,0.425,0.907,115.126,spotify:track:2OyaNAq8BcGstyzueloqpE,198693,4,happy
95,0UERoCKd24PKovd4BwRzBQ,It Takes Two,Marvin Gaye,0.523,0.48,3,-10.923,1,0.0492,0.214,0.0,0.0751,0.81,151.4,spotify:track:0UERoCKd24PKovd4BwRzBQ,177667,4,happy
96,7KMILVTQdVS4zQ8ilTcpRO,Theme From Shaft - Remastered 2009,Isaac Hayes,0.487,0.716,9,-17.689,0,0.0463,0.233,0.00445,0.113,0.819,120.795,spotify:track:7KMILVTQdVS4zQ8ilTcpRO,279200,4,happy
97,4pW3aTX3kAmOaPJfc9UM12,Express Yourself,Charles Wright & The Watts 103rd Street Rhythm Band,0.789,0.683,8,-8.835,1,0.086,0.48,0.0,0.35,0.882,92.311,spotify:track:4pW3aTX3kAmOaPJfc9UM12,233613,4,happy
98,39FFlqltctkj6vkIcVgkec,You And Me,Penny & The Quarters,0.578,0.178,5,-7.812,1,0.033,0.946,8.65e-06,0.121,0.256,111.555,spotify:track:39FFlqltctkj6vkIcVgkec,160813,4,happy
99,24lvdbt9pS7DFEjhEWSl49,You Send Me,Sam Cooke,0.558,0.311,4,-9.582,0,0.0288,0.887,0.0,0.118,0.415,95.978,spotify:track:24lvdbt9pS7DFEjhEWSl49,163480,4,happy
100,1YLJVmuzeM2YSUkCCaTNUB,Dog Days Are Over,Florence + The Machine,0.492,0.81,7,-5.315,1,0.0847,0.0416,0.00379,0.117,0.245,149.954,spotify:track:1YLJVmuzeM2YSUkCCaTNUB,251840,4,happy
101,5uGXVcOINWmyUzpz0lKq7m,Home (2019 Remaster),Edward Sharpe & The Magnetic Zeros,0.53,0.634,2,-5.759,1,0.0311,0.245,0.000601,0.0978,0.105,111.615,spotify:track:5uGXVcOINWmyUzpz0lKq7m,306373,4,happy
102,2eAvDnpXP5W0cVtiI0PUxV,Dandelions,Ruth B.,0.609,0.692,1,-2.958,1,0.0259,0.0157,0.0,0.0864,0.454,116.959,spotify:track:2eAvDnpXP5W0cVtiI0PUxV,233720,3,happy
103,7a86XRg84qjasly9f6bPSD,We Are Young (feat. Janelle Monáe),fun.,0.378,0.638,10,-5.576,1,0.075,0.02,7.66e-05,0.0849,0.735,184.086,spotify:track:7a86XRg84qjasly9f6bPSD,250627,4,happy
104,6UnCGAEmrbGIOSmGRZQ1M2,Light On,Maggie Rogers,0.657,0.569,2,-6.287,1,0.0542,0.201,1.38e-05,0.126,0.399,102.054,spotify:track:6UnCGAEmrbGIOSmGRZQ1M2,233880,4,happy
105,6me7F0aaZjwDo6RJ5MrfBD,Evergreen,Richy Mitch & The Coal Miners,0.555,0.216,3,-11.661,1,0.0721,0.557,0.00416,0.109,0.504,79.109,spotify:track:6me7F0aaZjwDo6RJ5MrfBD,87000,3,happy
106,3JvrhDOgAt6p7K8mDyZwRd,Riptide,Vance Joy,0.484,0.731,1,-6.694,1,0.0379,0.431,0.0,0.151,0.51,101.654,spotify:track:3JvrhDOgAt6p7K8mDyZwRd,204280,4,happy
107,6OtCIsQZ64Vs1EbzztvAv4,Good Life,OneRepublic,0.634,0.69,6,-7.804,1,0.052,0.0771,0.0,0.132,0.645,94.988,spotify:track:6OtCIsQZ64Vs1EbzztvAv4,253307,4,happy
108,6kopmMZiyLmw7h66uXcXR7,Valerie (feat. Amy Winehouse) - Version Revisited,Mark Ronson,0.699,0.83,1,-4.898,1,0.0633,0.00243,0.00024,0.0995,0.889,105.809,spotify:track:6kopmMZiyLmw7h66uXcXR7,219413,4,happy
109,0aJrYfARfCKzv6gXjhs4SZ,Upside Down,Jack Johnson,0.792,0.647,4,-8.314,1,0.045,0.255,0.000223,0.132,0.694,102.477,spotify:track:0aJrYfARfCKzv6gXjhs4SZ,209547,4,happy
110,2ihCaVdNZmnHZWt0fvAM7B,Little Talks,Of Monsters and Men,0.457,0.757,1,-5.177,1,0.032,0.0206,0.0,0.146,0.417,102.961,spotify:track:2ihCaVdNZmnHZWt0fvAM7B,266600,4,happy
111,5e9TFTbltYBg2xThimr0rU,The Chain - 2004 Remaster,Fleetwood Mac,0.545,0.67,9,-8.81,1,0.0496,0.009,0.000822,0.0451,0.481,151.553,spotify:track:5e9TFTbltYBg2xThimr0rU,270213,4,happy
112,2CzWeyC9zlDpIOZPUUKrBW,1234,Feist,0.71,0.484,2,-7.415,1,0.049,0.217,3.93e-06,0.0879,0.576,109.951,spotify:track:2CzWeyC9zlDpIOZPUUKrBW,183667,4,happy
113,6XK6Zw6JkFsHXzAcMWNiIr,Send Me On My Way,Rusted Root,0.5,0.704,0,-8.797,1,0.0695,0.125,1.79e-05,0.138,0.722,119.463,spotify:track:6XK6Zw6JkFsHXzAcMWNiIr,263360,4,happy
